probe	coef	hr	p	significant
cg02983451	-0.2193959294995054	0.8030037223439311	0.0296965501327082	True
cg07636178	0.213633232251794	1.2381684512501738	0.0298421752284572	True
cg06630241	-0.2044716809424958	0.8150778238264416	0.0301481742444675	True
cg18886444	-0.2117741499245578	0.809147422937968	0.0310023299426348	True
cg10031651	-0.2094356195681793	0.8110418529770282	0.031137847890569	True
cg20544605	-0.2278960316512199	0.7962070358631415	0.0327768938413754	True
cg06736444	-0.2124411225547529	0.8086079236886919	0.032930158647846	True
cg00138126	-0.2002225730851743	0.8185485459262983	0.033007172383342	True
cg09328024	-0.2334530677804672	0.7917947555535368	0.0331278642739736	True
cg12294121	0.1992795813470755	1.2205231537102277	0.0333161950092528	True
cg25655096	-0.207289904917082	0.8127839857551157	0.0336524372562144	True
cg18678121	-0.1999769417901627	0.81874963176114	0.0338721912382129	True
cg12406559	-0.2231263713572308	0.8000137440836441	0.0339279270281053	True
cg27644292	0.2094571260345369	1.23300851001329	0.0341093188941526	True
cg01610488	0.1925447530571862	1.2123307580011535	0.0341234051519391	True
cg01724150	-0.2054756831861291	0.8142598945327145	0.034152327210894	True
cg11566244	-0.2286070029405259	0.795641156706053	0.0341546912542085	True
cg00134787	-0.2014028085575266	0.8175830357732955	0.034386841385183	True
cg20392764	-0.2133428738640671	0.807879089097945	0.0355954233952083	True
cg09601629	0.1957844391765128	1.216264698054632	0.0357551258643395	True
cg23995753	-0.2077678521463259	0.8123956107199294	0.0359433775748732	True
cg18172186	-0.1880202224698669	0.8285979507661615	0.0361646704222868	True
cg04981492	-0.2159119683122021	0.8058062352341678	0.0362013970531147	True
cg17356733	-0.1951763770476048	0.8226895417063363	0.0363645752391195	True
cg15211677	-0.2167819002900936	0.8051055434434402	0.0370980743355357	True
cg09300114	-0.2350402467743549	0.7905390323424148	0.037191985848482	True
cg05275752	-0.2258848028276321	0.7978100018285507	0.0374890185715865	True
cg22730830	-0.2048670099938732	0.8147556635674	0.0375022810457657	True
cg19042062	0.2108989732429452	1.2347876021727118	0.0375274148304945	True
cg04106785	-0.1910595024926354	0.826083432665403	0.0379887718376727	True
cg12530080	-0.2197889123677866	0.8026882176359168	0.038669402270603	True
cg10257049	-0.1935742812112077	0.8240086255629866	0.039848277392358	True
cg20092728	-0.2032344814802037	0.816086861733676	0.0405866371105109	True
cg22892904	-0.1946545760122831	0.8231189339798707	0.0407414056162264	True
cg16363586	0.1906852300246632	1.2100784957493749	0.0408228438889967	True
cg22035229	-0.1729802791803698	0.8411542029313746	0.0413981529315684	True
cg25438963	0.205037480918323	1.2275710745921131	0.0419079519152892	True
cg10784341	-0.1840825478341463	0.8318671321623047	0.0422534853736384	True
cg13997435	-0.2085403181210745	0.8117683050699412	0.0422730138756583	True
cg08377000	-0.1917594809829081	0.8255053943621578	0.0424487957817643	True
cg17747005	0.190997857548592	1.2104568587335205	0.0426978670902764	True
cg10862535	-0.2067347995492918	0.8132352917580657	0.0428698760507645	True
cg24176563	0.1944742603234261	1.2146722172126467	0.0429994794015334	True
cg02066681	-0.2016485352229245	0.8173821585016908	0.0435196355320867	True
cg01514487	-0.1860516550865441	0.8302307082351975	0.0436984204309165	True
cg08826839	-0.1921501931934625	0.8251829223256854	0.0440281846608861	True
cg19403377	-0.2076283001824271	0.812508990033837	0.0449346330383255	True
cg27188703	-0.1956499281521751	0.8223000483949156	0.045313185720717	True
cg26578617	-0.2052511520305583	0.814442741774452	0.0458069592987886	True
cg06457357	-0.2068876022055536	0.8131110367388096	0.0460792108550592	True
cg12582008	-0.1850346558155291	0.831075481754462	0.0461778320753676	True
cg22461835	0.1891280838143704	1.2081956928856703	0.0462809191850387	True
cg25344672	-0.1835584979620339	0.8323031862736	0.0473063481035375	True
cg17256157	0.1808278215786765	1.1982088558222732	0.0473439668320746	True
cg17199658	-0.2028292337919635	0.8164176460680632	0.0478787459050041	True
cg21820677	0.1786930843726568	1.1956537230360134	0.0486207542906087	True
cg10683939	-0.1964386070626243	0.8216517733627112	0.0486435656520238	True
cg15464148	-0.1944448029012066	0.8232916203112789	0.0487134538998372	True
cg23208881	-0.1828737379708021	0.8328733093726017	0.0489363186409783	True
cg26561254	-0.2200793292181666	0.8024551372987808	0.0489509868239902	True
cg08614481	0.1966232045894662	1.2172852867737811	0.0493790071041734	True
cg14137939	-0.1892477200414626	0.827581472783526	0.0494679087931987	True
cg24205633	0.1848902274875253	1.2030863670655954	0.0495254681466503	True
cg21732383	-0.186572011240786	0.8297988049582363	0.0503395751666175	False
cg18267374	0.1896054605520539	1.2087725950929145	0.0504048965507031	False
cg07749074	-0.1868899955486397	0.829534983907284	0.0505600551375019	False
cg09126273	0.19179102350868	1.2114173327673234	0.0509004765728489	False
cg24826867	0.1932160809690453	1.2131449027258674	0.051596533561852	False
cg01968793	0.1784053068623649	1.1953096902892448	0.0524215507700912	False
cg03192737	-0.1918462905322801	0.8254337357212411	0.052497735959798	False
cg11644586	-0.180276899931375	0.8350389571656726	0.0528282472768377	False
cg22892110	-0.1896722509088977	0.8272302134684983	0.0532622551793417	False
cg13060154	0.1743227878023613	1.190439763244927	0.0535351478047745	False
cg00333528	-0.176789588090663	0.8379560819139442	0.0542445573620644	False
cg04505023	-0.180913470845852	0.8345075648054904	0.0544743067599803	False
cg22214414	-0.1926207993582985	0.8247946775176869	0.0547555729498127	False
cg08009622	-0.189109811775302	0.8276956109796637	0.0550192895786934	False
cg25094569	0.185198365575905	1.2034571409207384	0.055227366015556	False
cg14011639	-0.1954804257140028	0.8224394420714779	0.0556944154118495	False
cg20804101	0.181516864363866	1.1990347574976463	0.0557159518002698	False
cg05485060	-0.1819067398346341	0.8336790858398109	0.0561180158885971	False
cg03826976	-0.1916411534520854	0.8256030801564989	0.0562211537522001	False
cg03889226	0.1878536528403407	1.206656911615495	0.0568564078527302	False
cg27114120	0.1792581448836066	1.1963295306577897	0.058395257236166	False
cg03642518	-0.1848165337247659	0.8312567774477033	0.0590146591324594	False
cg01033938	-0.1829056801996787	0.8328467059676168	0.0593746254046797	False
cg24829483	-0.1719897702369186	0.8419877864600167	0.0595042366072262	False
cg05953243	-0.1883303507420961	0.8283410189582858	0.0597425407395299	False
cg07536847	-0.1861023202033001	0.8301886455649944	0.0603110958417944	False
cg03192551	-0.1884314612899448	0.8282572691781178	0.0607025384048574	False
cg21988041	-0.1905400334205056	0.8265126689375031	0.0608751033023077	False
cg09906458	-0.1664561765219486	0.8466599197048557	0.0609935250489498	False
cg07347645	-0.1864910325648275	0.8298660036875691	0.0612122579322397	False
cg08441170	0.183316076008561	1.2011940166953872	0.0617200390209388	False
cg03330678	-0.1940574427723972	0.8236105924339232	0.063004308537649	False
cg23047271	-0.2124077982586494	0.8086348704275607	0.0630562075912362	False
cg10281770	-0.1744193134564187	0.8399446237236184	0.0636665083557398	False
cg02250787	-0.22157046210158	0.8012594617332139	0.0640828654743733	False
cg07328579	-0.1969855399362658	0.8212025078674067	0.0641686596250419	False
cg08458170	0.1881665289556685	1.2070345048094002	0.0646538566716487	False
cg03087937	-0.1654295821865424	0.8475295422808711	0.0647278875934619	False
cg10059959	-0.1945052312285681	0.8232418716788612	0.0651310087761017	False
cg26186727	0.1882942515876616	1.2071886802788998	0.0654014522784004	False
cg11241627	0.1748674709960375	1.191088352398821	0.0654173725614634	False
cg22524514	-0.1819692551377159	0.8336269697681297	0.0655690456634949	False
cg25713185	-0.2060062652213065	0.8138279774545639	0.0660314532356844	False
cg18109798	-0.1703002309324727	0.8434115603413856	0.0663846089398067	False
cg25341032	-0.1763262252473698	0.838344449597243	0.0664239865123437	False
cg27035169	-0.1996048360604162	0.8190543498805093	0.0667400373040225	False
cg03573747	-0.1789287448596037	0.8361654783629118	0.066748371511573	False
cg15952487	-0.1844873425753207	0.831530464867022	0.0669510242742913	False
cg26521404	0.1840851832434289	1.202118219063914	0.0671258279706226	False
cg04969808	0.1685489760325341	1.183586192781261	0.067954132425484	False
cg27478659	-0.182688119727442	0.8330279202020804	0.0679764212696519	False
cg06539804	0.1810440801534066	1.1984680067824611	0.0681764719220614	False
cg06981182	-0.2097362847935697	0.8107980375507486	0.0682327035792499	False
cg21667836	-0.1829633527436462	0.8327986749643971	0.0683129371981124	False
cg13492227	-0.16954248091695	0.8440508976626675	0.0695726096237051	False
cg24995381	-0.1748555043449098	0.8395783274252747	0.0696662053864702	False
cg26810336	-0.1714775706988703	0.8424191626812036	0.0700339670772683	False
cg24794992	-0.1758151094882261	0.8387730501799482	0.0703972307052235	False
cg23424962	-0.1814304443068345	0.834076258038179	0.070436295045636	False
cg07028533	0.1718629609621246	1.1875150861379424	0.0707580562343632	False
cg03329165	0.1819075500401242	1.199503294722168	0.0712573693133742	False
cg06339706	-0.1851329750000432	0.8309937751075575	0.0720021145849068	False
cg09147827	-0.1838311528717042	0.8320762856577174	0.0724919702600476	False
cg06417962	-0.1599666124517731	0.8521722404330214	0.0726104020453709	False
cg07694025	-0.1846977848198536	0.8313554941408597	0.0728060738059869	False
cg26721264	0.1715420041418083	1.187134006230187	0.072849692327144	False
cg06288351	-0.1889332831055812	0.8278417358820416	0.072937761260188	False
cg09272256	-0.1636079446305108	0.8490748409846914	0.0738752597947447	False
cg23807646	-0.1712232707839063	0.8426334170439159	0.0739600225918921	False
cg14467840	-0.1703615255659389	0.8433598653232631	0.0742366103785943	False
cg06757810	-0.1733169446356849	0.84087106303304	0.07431520785151	False
cg09835085	-0.1707818989282149	0.843005413807276	0.074861186179195	False
cg03098721	-0.1709683004787469	0.842848290935464	0.0750185846921276	False
cg18059223	0.1849538164511988	1.203162872513312	0.0754288126070915	False
cg10784030	-0.1680544101852466	0.8453078400772135	0.0754624061589408	False
cg05767404	-0.1677078271836213	0.8456008601806853	0.0758310083146375	False
cg17274064	-0.1853482985500044	0.8308148618407168	0.0767270233001748	False
cg00986320	-0.1615710867657913	0.8508060482653345	0.0769677880335642	False
cg14563260	-0.1768266963943983	0.8379249873620762	0.0780514072717472	False
cg22377389	-0.1651978706424532	0.8477259474135637	0.0783564466103031	False
cg21306775	-0.1648783335685372	0.8479968705649732	0.0791988391436397	False
cg03386869	-0.1558428726915282	0.8556936326458395	0.0795749511328576	False
cg11911951	-0.1668867636557691	0.8462954373130549	0.0805316500668395	False
cg04765277	-0.168330563453193	0.8450744377836418	0.0805435802505103	False
cg13449778	0.1703320246114316	1.1856984670444912	0.0805745335600474	False
cg08504583	-0.1586913658087609	0.8532596634408031	0.0815004676772239	False
cg10106388	-0.166048864896434	0.8470048443741539	0.0816904059793942	False
cg04032226	-0.1717041729895799	0.8422282901960902	0.0820714973316779	False
cg14986136	-0.195886711123419	0.8221053647959927	0.0821735590377015	False
cg23363832	-0.1737798817256255	0.8404818827200556	0.0821945562134869	False
cg14446712	-0.185703038224871	0.8305201911155419	0.0824397349898891	False
cg10146929	-0.1729077975147397	0.8412151733986486	0.082820673374808	False
cg17188046	0.1654890196214952	1.1799700061310343	0.0829697957275572	False
cg21765730	-0.1672824191696061	0.8459606620891457	0.0833101601958622	False
cg01305421	-0.1575069579808274	0.8542708695874683	0.0833363562845291	False
cg19461621	-0.1674748223750948	0.8457979122033443	0.083665168007681	False
cg04070847	-0.1787568860339941	0.8363091931290103	0.0850578182225446	False
cg23776012	-0.2344865604092368	0.7909768642253029	0.0851681869191766	False
cg17214107	-0.159447829600734	0.8526144474722861	0.0851733352498011	False
cg00546897	-0.1775301847504892	0.8373357241843835	0.0858914463368943	False
cg00779924	-0.1667051365289684	0.8464491614815755	0.0861295620015523	False
cg07189381	-0.1780835684482771	0.8368724844315297	0.0863202490912886	False
cg09404633	-0.1677663677840517	0.8455513596475154	0.086330277884387	False
cg14409941	0.1731822901630443	1.1890828434342002	0.0865813815945025	False
cg10919204	-0.1673254899974637	0.8459242266477525	0.0866926462575955	False
cg01988129	0.1645355678226957	1.1788454977736054	0.088289208020292	False
cg25882366	-0.1759474854002245	0.8386620241812169	0.0885073990134025	False
cg18016365	0.1544935076108846	1.1670667009817517	0.0887513017159202	False
cg26035366	0.1620769514596647	1.1759507289644646	0.0888119951677907	False
cg04574507	-0.1689083147283762	0.8445863359638892	0.0888720838553781	False
cg15642035	-0.1660644936730899	0.8469916068280583	0.0894279023106316	False
cg22511262	0.1669475029185261	1.1816922282868092	0.0894435330407215	False
cg27094076	0.1618343385393159	1.1756654627299603	0.0897509947089185	False
cg15043057	-0.158722830237185	0.853232816535559	0.0897866030208802	False
cg11471401	-0.1593217199365817	0.852721977174033	0.0900572405028683	False
cg23189044	-0.1638370116030297	0.8488803682559151	0.0900935698643756	False
cg23563234	-0.1715219873737251	0.8423817460541305	0.0902620529859157	False
cg21331821	0.175627806880054	1.191994323991894	0.0908379943887304	False
cg03064067	0.176837593862128	1.1934372558518678	0.0910267062115376	False
cg19601328	-0.1743220739914402	0.8400263034606235	0.0913156276839646	False
cg18081258	-0.1522427343798751	0.8587798000572162	0.091838386718408	False
cg24670715	-0.1504521862475084	0.8603188640972494	0.0925478177600491	False
cg15175266	-0.1718668263360132	0.8420913100866677	0.0926346484798212	False
cg12388309	0.1620811340495853	1.1759556474944166	0.0929626513182846	False
cg02154186	0.1551748562589343	1.167862151259362	0.0931706132509085	False
cg21472642	-0.167576071199212	0.845712280494421	0.0933386922849788	False
cg05380982	0.1586891109116344	1.1719735362537655	0.0941399811733312	False
cg27159719	-0.1639768302499961	0.8487616872484914	0.0944419129664476	False
cg09636671	-0.166999040481632	0.8462004232816478	0.0946464654034965	False
cg02085507	-0.1687113695785647	0.8447526895270804	0.094719428261087	False
cg19038540	-0.1870363410030356	0.8294135941157654	0.0949038395571419	False
cg05406101	-0.1534703626534854	0.8577261845502763	0.095326053172257	False
cg21745164	-0.1484658549263991	0.8620294407266902	0.0954028633535635	False
cg15720535	-0.1639118242331602	0.8488168636584023	0.0956699614788588	False
cg00903242	0.1670780133574948	1.1818464615225537	0.0957572172166794	False
cg14449051	0.1531527806364065	1.1655030316357966	0.0969384216854341	False
cg19815376	-0.1645563977707843	0.8482699150630314	0.0974654588463576	False
cg16948369	-0.1502353727866807	0.8605054130300188	0.097557709278484	False
cg22266967	-0.1539969638452903	0.8572746238258927	0.0984038791217296	False
cg03799530	-0.1715418796828859	0.8423649893026725	0.098903853327191	False
cg11304234	-0.1578144020855173	0.8540082694143113	0.0992874828516057	False
cg27650175	0.1652747185114473	1.1797171643420028	0.0994415409437596	False
cg13801381	0.1660502324107446	1.180632406245728	0.0995480487559355	False
cg12640109	-0.150599560627532	0.8601920844802937	0.1016866511864592	False
cg02055963	-0.1562976078968858	0.8553046070845881	0.1022280586816311	False
cg20330472	0.1590691916002402	1.1724190654256064	0.102572512152175	False
cg14894144	-0.1582012808713349	0.853677935635648	0.1027554231687041	False
cg17255302	-0.1498285151958563	0.8608555874199795	0.1027946080988771	False
cg01546563	0.1536498275594184	1.1660824853273395	0.1029387436757104	False
cg20018806	-0.1539921294313896	0.8572787682562688	0.1037854791212292	False
cg04534765	0.1667349131415489	1.1814410393005932	0.1039984599556873	False
cg11389172	0.1601080336038028	1.1736376564487268	0.1053348270574452	False
cg24573501	-0.1536926586786639	0.8575355366196828	0.1055670822381275	False
cg00648883	-0.1553379726981326	0.8561257814420928	0.1066378271788701	False
cg26757722	-0.1493528624720619	0.8612651531227287	0.1069402544246649	False
cg15042080	0.1507556261893823	1.162712486880163	0.1075713295193014	False
cg02927346	-0.1609002407138386	0.8513769996326137	0.108562497519521	False
cg15520279	0.1570153799159241	1.1700136084734645	0.1099748755743025	False
cg08390209	0.1642482688621137	1.1785068653341115	0.1108860096771331	False
cg14407437	-0.1644030932989064	0.8483999686030099	0.1112500667452371	False
cg15982419	-0.149308922839881	0.8613029976281977	0.1113944431665359	False
cg09582042	-0.1567139090472754	0.8549486168974287	0.1114282526162633	False
cg06912252	0.1472379046250658	1.1586295735783356	0.111834602374829	False
cg23477967	-0.1711237773672699	0.8427172576922768	0.1118876216403305	False
cg09492887	-0.155885924897132	0.8556567939406325	0.111967227689762	False
cg21237418	-0.1612002046688622	0.8511216555195175	0.1123590023755884	False
cg24443250	-0.1425901034665586	0.8671094212075405	0.1126361003943323	False
cg27566805	-0.152849459573623	0.858258914749738	0.1133632281228737	False
cg08987989	-0.1622560574675159	0.8502234705965179	0.1135324856617679	False
cg12317456	-0.1559810746632715	0.8555753822700055	0.1139901023216844	False
cg09674215	0.1528245065988602	1.1651204900425012	0.1139939885969818	False
cg09313705	-0.1520637167420963	0.858933550550009	0.1143659357785803	False
cg15681351	-0.1668228869021728	0.8463494976447546	0.1145837486049963	False
cg00626466	-0.1545201381185613	0.856826237100006	0.1152268693391928	False
cg04376312	-0.1439248142881911	0.8659528528933353	0.1153311771898664	False
cg00673191	-0.1550353322650139	0.8563849189301554	0.1153973756665612	False
cg02320454	0.1468642733366379	1.1581967541804186	0.1157600825486232	False
cg23013864	-0.1539968543681258	0.8572747176778929	0.1161427280048356	False
cg14367014	-0.1563848174427323	0.8552300196106609	0.1172587104561181	False
cg18482268	-0.1534811463173422	0.8577169351692921	0.1177150037150941	False
cg26898166	-0.1662215714685183	0.84685857370226	0.1180364276071774	False
cg04599297	0.1438233196335099	1.1546800812017075	0.1185632200534064	False
cg19224164	-0.179681606584825	0.8355361982884653	0.1185885801245778	False
cg02217159	0.1526496449122685	1.1649167729202088	0.1188161607213562	False
cg18793806	-0.1491083098726084	0.8614758035112436	0.1190279629666266	False
cg22660578	-0.1549292039167756	0.8564758104700569	0.1190995377119652	False
cg13705284	-0.1548676166974687	0.856528560057961	0.119102755817031	False
cg11279021	0.1537700384162452	1.1662226695276945	0.1191089369204671	False
cg15873301	0.1630041663227768	1.1770415936134522	0.1191150831444178	False
cg10599444	-0.155455357891385	0.856025290849959	0.1197053245814413	False
cg08319991	0.1463719976882923	1.1576267424353046	0.1197866625264069	False
cg05039054	-0.1669291657685583	0.8462595533592521	0.1199135924647418	False
cg02184413	0.1613534191543207	1.1751001983528573	0.1200026312711655	False
cg19697981	-0.1538329517766361	0.8574152387413075	0.1215784319811824	False
cg20113732	0.1467045393629395	1.1580117655854238	0.1216663200839051	False
cg26628847	-0.1591209187159227	0.8528932219804399	0.1219546122455887	False
cg27590397	0.1557484864600677	1.168532264440289	0.1222126675212444	False
cg15149645	-0.1557732835370592	0.8557531817141806	0.1223272156692496	False
cg25577842	0.1518361868413802	1.163969547285765	0.1223538971204342	False
cg04101379	-0.1591232944951192	0.8528911956968733	0.1223969033620083	False
cg16607065	0.1545837243697095	1.1671719947064043	0.1225849883209122	False
cg25724441	0.1528034470206849	1.1650959533548246	0.1233261008787415	False
cg00176210	-0.1449548724089105	0.8650613303638901	0.123685728822204	False
cg15526708	-0.1573590928179657	0.8543971958281228	0.124215702408423	False
cg10742801	-0.1557176389690824	0.8558008010551383	0.1249865065655209	False
cg14294758	0.1414352501207969	1.1519259147821717	0.1256617689295079	False
cg03614513	0.1416433746762726	1.1521656838011716	0.1257034958595562	False
cg22792910	-0.1550737345566639	0.8563520324181969	0.1257292114034597	False
cg00075967	-0.1414909513838085	0.8680630303185458	0.1265860800244792	False
cg04878152	0.1522230401195795	1.1644199198292873	0.1277291226344098	False
cg01335367	-0.1451790885584631	0.8648673913862068	0.127768063487444	False
cg17582777	-0.1443489138634717	0.8655856805205373	0.1278276263348114	False
cg17803965	-0.1507803823457486	0.8600365571313667	0.1281176815490342	False
cg00116234	-0.1666327282010465	0.8465104536690349	0.1287095723385765	False
cg00015770	0.137183119410477	1.1470381742441802	0.1296036292151465	False
cg05331214	-0.1514178237286179	0.8594885089319293	0.1299944859040492	False
cg16744741	-0.1582969194210339	0.853596295020031	0.1301169497182033	False
cg25596297	0.1391117732297267	1.1492525484940368	0.1301485931059329	False
cg27619475	-0.1720805753654	0.8419113331221176	0.1305961660355872	False
cg24378421	0.1381085569530507	1.1481001777665611	0.1309819586743031	False
cg07664856	-0.1575246318417583	0.8542557714563433	0.1315213230555756	False
cg01471713	0.1441582786851293	1.1550669165300114	0.1318139448957101	False
cg00893242	-0.1530261706633908	0.8581072642811641	0.132137690271767	False
cg15120942	-0.1479497759147704	0.8624744308436086	0.1322771171937832	False
cg17966619	0.1450625216109124	1.156111849983732	0.1332626953839269	False
cg04947157	0.1421658507595667	1.1527678201021605	0.1342916477203872	False
cg20775840	-0.1596823065509558	0.8524145524732285	0.1343260461803517	False
cg00231644	0.1555481820873903	1.1682982257583752	0.1344446178305628	False
cg02433671	-0.1473615306959482	0.8629819265552375	0.1348435482503703	False
cg24694549	-0.1365730262165047	0.8723426140529387	0.1352510697210674	False
cg20955688	-0.152272661316209	0.858754099793382	0.1354058845442366	False
cg27196745	0.150983140532187	1.1629770507423818	0.1354537892987479	False
cg07471052	-0.1397443990142065	0.8695804726215981	0.1355951469859754	False
cg14652095	-0.1406367180895603	0.8688048754698524	0.136238430911587	False
cg09038676	-0.1530209822692158	0.8581117164914456	0.1365900317116313	False
cg14902389	-0.1409416612431097	0.8685399797624264	0.1374344696496353	False
cg12683929	-0.1538750327927058	0.8573791585960175	0.1380159797509824	False
cg24317255	0.1289179472698354	1.137596777414693	0.1382020475556514	False
cg07660236	-0.1452518741481047	0.8648044437940297	0.1389386817433852	False
cg18031008	-0.1492481070337584	0.8613553800571381	0.1389848519223239	False
cg02885771	-0.1466929791225519	0.8635590673827561	0.1394465486449005	False
cg11147193	-0.1444086176936782	0.8655340032827182	0.1395107154371793	False
cg15798455	-0.1380722965972818	0.871035716550962	0.1409461063799718	False
cg03139377	-0.1411054235134237	0.8683977573291342	0.1412389930925472	False
cg00005847	0.1534763500429442	1.1658802137790714	0.1412684439726701	False
cg08136806	-0.1485580448181852	0.8619499739889044	0.1413806343625343	False
cg21146268	-0.1541205917340639	0.8571686473250105	0.1413880915239736	False
cg00202711	0.152046408784829	1.1642142649477203	0.1415410956761472	False
cg22392666	0.1395875916049283	1.1497995140921793	0.1415875273635954	False
cg17741572	0.1415566299692628	1.1520657438611963	0.1418283462760117	False
cg03017264	-0.1372526847032984	0.871749920429347	0.1419660896896395	False
cg23829949	-0.138223149463457	0.8709043282269812	0.1424254128122175	False
cg11452221	-0.1425895151912232	0.8671099313067762	0.1427025845287335	False
