gene	coef	hr	p	significant
PXDN	0.2522535123645732	1.286922246635808	0.0125383161465385	True
HLA-B	-0.3165269955376261	0.728675340311701	0.0129466786095329	True
RPL10	-0.262220364760337	0.7693414692778566	0.0133201434390059	True
NCOR2	-0.2677926258979964	0.7650664196152768	0.0141022116346155	True
BAMBI	0.2278555302624295	1.2559038722225773	0.0146610984209206	True
RNASE1	0.1992027064098009	1.2204293296757482	0.0149397882767963	True
HMGB3	0.2477749393803322	1.2811715584796028	0.015140302631052	True
RPS4X	-0.2606710936267079	0.7705343115875989	0.0152971111379991	True
KRT14	0.2071692637879343	1.2301907809105814	0.0155393552755349	True
KRT6A	0.197658305187822	1.2185459518475168	0.0160594638070433	True
YME1L1	0.2241933407920324	1.251312925874586	0.0166389102554827	True
CARTPT	0.1816750697620038	1.199224466274918	0.0167355635793137	True
NOTCH1	0.197490114415009	1.2183410208963978	0.0176683765170394	True
MMP7	0.2160982472237463	1.2412243198538706	0.0178251934193758	True
PICALM	0.2592054111868633	1.295899969841338	0.0178300879539622	True
PGK1	0.2233570408405848	1.2502668903961074	0.0181174205016341	True
PAICS	0.2457585491065974	1.2785908193731192	0.0182239718413158	True
CTSA	0.228937503009807	1.2572634613722165	0.0186989205071377	True
CCT8	0.2138933846155833	1.238490605602327	0.0188064868202435	True
RPLP1	-0.2464734923459388	0.7815520783745503	0.0190960325424321	True
C1orf9	0.2869709500196837	1.3323855071407134	0.0191256782950257	True
SEPT11	0.2230263177820106	1.2498534666742287	0.0192469442055684	True
F13A1	0.2171272730721838	1.2425022291507946	0.0193274298197764	True
CSNK1A1	0.2105174275342561	1.2343165641289466	0.0203508141964152	True
PJA2	0.2333656505726273	1.2628431542387557	0.0216999058640148	True
MMP13	0.1725378629023601	1.1883168128866732	0.0217610210006929	True
GJB2	0.2270066998420116	1.254838275130309	0.0220643374945638	True
THBS1	0.1988369233417896	1.2199829989263404	0.0225611032470133	True
COL7A1	0.188316873104165	1.207215989026435	0.0229741310736703	True
S100A11	0.1947131933726205	1.2149624772242509	0.0232924737480256	True
NUMA1	-0.2327645647893503	0.7923400963239193	0.0234124570229463	True
CD74	-0.2693514489521079	0.763874745488312	0.0234673746190656	True
GPR172A	0.24386381955708	1.276170529187648	0.0237792301013235	True
DEGS1	0.2181918611944598	1.2438256866094004	0.0241407195232198	True
KRT16	0.2641214504520799	1.3022863499627233	0.0243317084130293	True
SCD	0.1788820314491994	1.195879659655898	0.0244968813836406	True
SAT1	0.231415140863252	1.2603823670797871	0.0247449649096575	True
ATN1	-0.2620594914412894	0.7694652457493992	0.0258324888824331	True
DSG3	0.2049751595402432	1.2274945730549192	0.0259563268387011	True
FGFR2	0.1684311357786572	1.1834467269013271	0.0265649667928883	True
FDFT1	0.2647568054218835	1.303114026973788	0.0266434160129397	True
NME2	-0.2736482399800387	0.7605995767322562	0.0267577212648334	True
IMPAD1	0.2089186623264589	1.232344758398012	0.0268227510302726	True
YWHAE	0.2150867300085217	1.2399694348622654	0.0269731362176355	True
RPL3	-0.218568540777396	0.8036683935004018	0.026987646410141	True
MDK	-0.2580146522229619	0.7725839119522608	0.0270739106390116	True
RPS3	-0.557624995925631	0.5725672999724923	0.0271300006884559	True
CYP1B1	0.258444802916818	1.2949146723673304	0.0273276970581926	True
LRP2	0.194073662786249	1.2141857199652597	0.0276705518203922	True
KIF5B	0.2105522765566334	1.23435957960403	0.0277162168586205	True
COPB2	0.2167410000441541	1.242022376735396	0.0289999909231526	True
MLLT4	0.1713843101744493	1.1869468171186426	0.0291278739221777	True
IRX2	0.1710019934337326	1.1864931142147517	0.0297346140393288	True
CCDC80	0.2053934974173257	1.2280081879535338	0.0299057652197206	True
CALB2	0.1350677460550645	1.1446143248298315	0.0300656475647027	True
LGALS3BP	-0.2570269149426577	0.7733473988844393	0.030959366157352	True
DYNLL1	0.2032869156382188	1.2254240111257535	0.0313523176882384	True
PERP	0.2378681314194885	1.268541900975083	0.0320069540450242	True
LUM	0.182371481969134	1.2000599117057542	0.032053290738671	True
PTTG1IP	0.1945526862221745	1.2147674827085586	0.0324464515894516	True
CEACAM5	0.1998838364179429	1.2212608838811192	0.0325516969471491	True
WDR26	0.2144536818788674	1.2391847229371118	0.0327332400998542	True
LAMA4	0.1967913431671165	1.2174899765981395	0.0335448854910179	True
TGFBR2	0.2009453251570137	1.222557926833283	0.0341821903802112	True
F11R	0.2015744070690885	1.2233272578722665	0.0361728083257135	True
RPS19	-0.2755672969911977	0.759141342446738	0.0375603281367373	True
COL12A1	0.1882323554922301	1.20711396232554	0.0382449563547984	True
DCN	0.1994836189368545	1.220772211720514	0.03849841523099	True
GFPT1	0.1707695089079698	1.1862173049877036	0.0385269298946193	True
C1S	-0.2216475838844525	0.8011976695577735	0.0387923317640529	True
EIF3E	0.2021833894799519	1.2240724695424094	0.0404456760439447	True
UBD	-0.3570413552210799	0.6997435590866478	0.0412075512217342	True
CD55	0.1876184166830445	1.2063730956636274	0.0418716780718097	True
SFRP4	0.1808856364902898	1.1982781321639506	0.0419786220852556	True
HLA-F	-0.2692558062396002	0.7639478080348809	0.0428215207532869	True
ADAM15	0.194078645998508	1.2141917705254994	0.0428588771142188	True
NDFIP1	0.1657193531598174	1.180241824100856	0.0429655332814647	True
SRP9	0.2010541999927355	1.2226910398729258	0.0430082795183545	True
PDIA4	-0.2070436383881838	0.8129841718945928	0.0441320915510501	True
COL3A1	0.1901803648255121	1.2094677234204498	0.0443090558615131	True
SYNGR2	-0.3422912489101034	0.7101413466938098	0.0455188390044143	True
RAB18	0.1359169288748045	1.145586724463803	0.0455939478735562	True
HLA-A	-0.2370284319351607	0.7889688557873638	0.0458453403378288	True
COL11A1	0.1744022339012852	1.1905343427970592	0.046227311278901	True
NPY1R	0.1614087733129638	1.175165246835994	0.0474801209754506	True
RPLP0	-0.2179580471354904	0.8041591777399201	0.0478005477306105	True
WARS	-0.2485707985057747	0.7799146420891616	0.0478488420010927	True
PFKP	0.2193346070849519	1.245247875746892	0.048386616170548	True
SF3B2	-0.2425954760296709	0.7845888345757319	0.0485328882994938	True
DDB1	-0.1832548068042772	0.8325559877766917	0.0486283926396209	True
HSP90AA1	0.1401823084456383	1.1504835226021797	0.0488464837947533	True
XRCC5	0.1754265753834322	1.191754481322871	0.0488983927090053	True
SPARC	0.1870497163102699	1.2056872258801044	0.0489988395698691	True
CRABP1	0.162772911575261	1.176769428627841	0.0496621564389103	True
STAT1	-0.1811282326648853	0.8343283636863437	0.0499326869350313	True
RPS18	-0.2014598636074541	0.8175363898630746	0.0510261668420043	False
TOM1L1	-0.2259455495745825	0.7977615389382515	0.051186330948214	False
PKP1	0.1564267568266811	1.1693251141005094	0.0516256706019623	False
C10orf18	0.1650272665847535	1.179425277172243	0.0519542170125706	False
IGFBP4	-0.1903876368193474	0.8266386362573153	0.0520474018169276	False
TAGLN2	0.172152482130712	1.1878589466684455	0.0525695307582751	False
MYO1B	0.1928653009799132	1.2127194303980255	0.05258673276737	False
PROM2	0.2361654506268713	1.2663838168312518	0.0531983943972456	False
DSC3	0.1913046194576335	1.2108282377498734	0.0534410211594986	False
KRT6C	0.1754240604145065	1.1917514841011527	0.0535925328162562	False
CALM2	0.182582608580242	1.2003133030359243	0.053684542729895	False
GRIA2	0.1851981518552488	1.203456883717116	0.0538965871173162	False
HLA-E	-0.2215777414891538	0.8012536290762738	0.0546252621343587	False
ITGB1	0.1858474922129609	1.2042385906099298	0.0546570993114132	False
TPM4	0.189057869787301	1.2081108635787237	0.054824740428143	False
LRRC15	0.1820292749498835	1.199649313039327	0.0552912422159525	False
LTF	-0.2328045090893237	0.7923084474855303	0.0556047939054926	False
MFAP5	0.1730759370484383	1.1889563874948872	0.0556772414544415	False
ARSD	-0.1863036099676898	0.830021553905614	0.055939392057574	False
KIAA1522	-0.1748112189786137	0.839615509282339	0.0564578349449594	False
ASS1	0.1775674681614891	1.194308632992021	0.0566567047205445	False
HDAC2	0.1638279356629002	1.1780116038678206	0.0566590379667487	False
PFKFB3	0.183404151599034	1.201299817226834	0.0573458033736711	False
PKN1	-0.2588674715621566	0.7719253183216059	0.0581706469273549	False
MMP1	0.1786294490819832	1.1955776396846216	0.0592126388360247	False
PPIB	-0.2097553440694381	0.8107825844745401	0.0593373767991471	False
RPL41	-0.1973252910064462	0.8209235508271838	0.0594483264189324	False
TKT	0.1542517153733887	1.1667845474254588	0.059644660379713	False
S100A6	0.1851671328241373	1.2034195542295638	0.0596636290605697	False
MTDH	0.1766751630058365	1.193243420559312	0.0606131124272884	False
ITPRIPL2	0.1529285590635022	1.1652417300086444	0.0606244846511583	False
UBE2D3	0.1682456618397397	1.1832272487297593	0.0613987736984166	False
EIF3A	-0.1852466533678173	0.8308993144607406	0.0617741205812078	False
SFN	0.1715897863889879	1.187190731515928	0.0623082869094995	False
ZYX	-0.2085318401062064	0.8117751872828748	0.0634496091436961	False
NKAIN1	-0.2105411592345521	0.8101457094898331	0.0639257930231315	False
EMP1	0.1390874698647046	1.1492246181292505	0.063940297412688	False
ANTXR1	0.168442524691666	1.1834602051499017	0.0652527827215586	False
HSPB1	0.1930368704905296	1.212927513927098	0.0656902861232745	False
CLSTN3	-0.242174881924945	0.7849188974205659	0.0657849973111601	False
VDAC1	0.1788822619210242	1.1958799352724971	0.0661865789231655	False
GDI2	0.1214523058307105	1.1291355114606616	0.0661874078009575	False
HLA-DPA1	-0.2066775201815853	0.8132818746954822	0.0663407461709811	False
DCAF7	-0.2088406223595498	0.8115245642073077	0.0669582407347952	False
EIF4G2	0.1674144533711336	1.182244148857402	0.0676765867229147	False
CHGB	0.1588078043957976	1.1721126501319228	0.0678534513945839	False
HN1	0.1927980490954731	1.2126378754734262	0.0684335535601659	False
ZNF652	-0.2095493467931758	0.810949620682494	0.0684555505586309	False
C1orf198	0.1659329676326094	1.1804939677656878	0.0689767754211818	False
CTGF	0.1774209129161266	1.1941336136225909	0.0696969740982907	False
LTBP1	0.1634581496731753	1.177576072212692	0.0699540681761997	False
CAPN1	-0.1784722150163785	0.8365473000075153	0.0701815679299664	False
RPL28	-0.1986901806851735	0.8198038450568873	0.0714108210112623	False
RPS10	-0.2072434109716993	0.8128217761678632	0.0714223716952173	False
RPS6	-0.2208362145020469	0.8018480006097823	0.0720372276361938	False
FAU	-0.1864826261765901	0.8298729798927035	0.0725331342053172	False
FSCN1	0.1374530724049212	1.1473478624328053	0.0732816955926669	False
PUF60	0.1834986373259051	1.2014133282757573	0.0733402450955	False
COL1A2	0.1631917417153618	1.177262398360584	0.0742372237041669	False
NCALD	0.1163215455250273	1.123357024490914	0.0743532227034199	False
PROL1	0.1159877170485043	1.122982078514141	0.0743620864034453	False
HSPA2	-0.1901986799268977	0.8267948500835761	0.0745195005335025	False
GBP1	-0.1861805081781293	0.8301237373336261	0.0748513592394226	False
CXCL9	-0.1995434532365296	0.8191046272924906	0.0755216335834544	False
HLA-DPB1	-0.2134566910130071	0.8077871438359088	0.0756112185283102	False
KIT	0.1629161808926795	1.176938035658458	0.0765742711253422	False
PARP14	-0.1775493813277572	0.8373196503587366	0.0767010727711187	False
NME1	-0.2005544650762609	0.8182769212971027	0.0770358038380437	False
DPYSL3	0.1760773850201883	1.1925303390644262	0.0774277786966876	False
COL5A2	0.159702945643267	1.1731623262458393	0.0776404912174273	False
RPS9	-0.1995590271616737	0.8190918707176751	0.0778927641348979	False
THBS2	0.1663804463265611	1.1810223318716249	0.0781189010198408	False
PCYOX1	0.1787670289528638	1.195742138417515	0.0782278357304196	False
HSPH1	0.1496324701560882	1.1614073124300206	0.0783047219267116	False
SEC31A	0.1614539601334577	1.1752183500168265	0.0785153991301604	False
SKP1	0.1614754985757813	1.175243662662072	0.0795344575023588	False
PTRF	0.1791822851400078	1.1962387808485062	0.0799716374888842	False
S100A10	0.1782970458012515	1.1951802917983505	0.0813326969569875	False
HEBP2	0.1723122530123786	1.188048747101538	0.0815625732173861	False
VCAN	0.1643799156085454	1.1786620221413004	0.0816668897618813	False
C1R	-0.1727066479675372	0.8413844004692813	0.0821795894300232	False
SMR3B	0.1135912534138362	1.1202941148905583	0.083153325989486	False
PCDH10	0.1641028619963601	1.1783355148026278	0.083441485816566	False
SND1	-0.160613511512721	0.8516211492803123	0.0835466220905458	False
C4A	-0.1601535385916586	0.8520129620527098	0.0836984360636237	False
SLC12A7	-0.1698033861840155	0.8438307090632277	0.0837989128409927	False
NUFIP2	0.1545534069713035	1.1671366096244271	0.0843256204760911	False
FNDC1	0.1616404275488558	1.1754375103775805	0.0843962666571788	False
TPM1	0.1579017525826655	1.171051136305958	0.0847347863895132	False
P4HB	-0.1851766980370788	0.8309574423302476	0.0855011037556989	False
AKT1	-0.1618355150983392	0.8505811007832246	0.0861341677684988	False
PRIC285	-0.196771639453036	0.8213781822684189	0.0862414850295363	False
CDH11	0.16573597121573	1.180261437588448	0.086990157515654	False
SLMO2	0.2054677317179491	1.2280993516662218	0.0876452549487189	False
EZR	0.1655093572579313	1.1799940041760557	0.0885189672805663	False
HLA-DRA	-0.1868747774246099	0.8295476079696132	0.0888089951607452	False
CRISPLD1	0.1587735535049404	1.1720725049169791	0.0897127011498973	False
INADL	-0.1862592934123262	0.8300583384168361	0.0897140383431931	False
BCLAF1	0.1502809669107459	1.1621607255695512	0.0903627340082153	False
HLA-DRB5	-0.1976019312940948	0.8206964817096265	0.0904550827484132	False
WNK1	-0.1840061828699926	0.831930660091656	0.091772835590751	False
GSPT1	0.1599253486894623	1.1734232701371603	0.0918771076828927	False
NFIX	0.1555417994753834	1.1682907689878888	0.0920322552850835	False
CHD4	-0.1919764068245781	0.825326340331108	0.0921363995651526	False
RPL18A	-0.1938385600620521	0.8237908862835475	0.0925229632305737	False
LMO3	0.1099086656382164	1.116176120569568	0.0927495363510436	False
ILF2	0.1423639808392796	1.152996240709997	0.0930364560529075	False
CLIC4	0.1394506328009969	1.149642049709281	0.0933750334367854	False
PIGR	-0.4038225286723123	0.6677626194722591	0.0936588352258361	False
EPRS	0.1120238739309214	1.118539564262574	0.0945509827791386	False
SDC3	-0.1580332190691916	0.8538214183446045	0.0951684959986964	False
FBN1	0.1571404798321254	1.1701599862335703	0.0971669994486021	False
MRFAP1	0.1775274460631542	1.1942608352109592	0.0974715410475544	False
PYGB	0.1586951187291852	1.1719805772780962	0.0980455714601863	False
IGFBP3	0.145609680721352	1.1567446002068762	0.098297341416191	False
CHPF	0.1796700952924063	1.1968224606213822	0.0987534381383554	False
CLDN7	0.1475528951331732	1.1589945883815065	0.0993089147665972	False
HLA-DQB1	-0.2053458678015139	0.8143656048553647	0.0996194781050614	False
CD164	0.1584524748124615	1.1716962378185165	0.0997413048878918	False
EFEMP1	0.14386558197947	1.1547288817219776	0.1000242955188286	False
GLTSCR2	-0.1860225796549848	0.8302548479022671	0.1005579011163647	False
MUC6	0.1684707116537321	1.1834935637679476	0.1006080004543823	False
PREX1	-0.1866774258772025	0.8297113366292148	0.1007481192441973	False
ST6GAL1	0.1505699530695891	1.1624966224660311	0.1011376614643329	False
SQLE	0.1779831234415289	1.194805156865557	0.1021665535756896	False
CFL1	-0.15919088505574	0.8528335502509736	0.102283625765459	False
CCT4	0.14975356344283	1.1615479595742693	0.1023854173119265	False
SURF4	0.1619162484539172	1.1757617653316277	0.1026181543546799	False
FKBP10	0.137619901159806	1.1475392890154	0.1026920005372443	False
FBLN5	-0.2142729191165514	0.807128074279566	0.1027405159341096	False
PARP1	0.1877734301807166	1.2065601142715134	0.1030535611682056	False
TTC3	0.1537399486533359	1.1661875786920088	0.1032506286794194	False
CPT1A	0.1443989780836496	1.1553449739048498	0.1036293488543636	False
NPC2	-0.1798196474728802	0.835420868089976	0.1042459585950311	False
DDX58	-0.1602977893881934	0.851890067368317	0.104399889172888	False
RARRES3	-0.1772163615254465	0.8375985408186154	0.1052172209165703	False
TOP2A	-0.1865452839495179	0.8298209835289756	0.1053606542587873	False
CLCA2	0.1674416407213044	1.1822762913799971	0.1055107480443734	False
CCDC47	-0.1777847881909445	0.8371225627651568	0.105579421598388	False
SEC62	0.152517457528387	1.1647627957966975	0.1058305878608531	False
GUSB	-0.1972672343820114	0.8209712122609815	0.10629719594136	False
PPP1CA	-0.1843495319662824	0.8316450664832972	0.1064642696354693	False
RPL10A	-0.1647788940071266	0.8480811991945912	0.1065187374551529	False
SLC20A2	0.1272067562437526	1.1356517966093336	0.1065265065606305	False
REEP5	0.1497564399920408	1.161551300828941	0.106699890399535	False
ARF1	0.1489193816713663	1.1605794214642935	0.1078504557965334	False
SLC25A6	-0.197726753267782	0.8205940471481564	0.108113692164852	False
PCMTD1	0.1315956976550215	1.1406470597483167	0.1082287519474642	False
TPT1	-0.1476249402451643	0.8627546388111773	0.1088362817840353	False
TIMP2	0.1496854404354345	1.1614688341291912	0.109159125200271	False
ITPR3	-0.1788903912109219	0.8361975489749174	0.1111912470569145	False
AHNAK2	0.1222162376139505	1.1299984235264622	0.1115730663769718	False
PPDPF	-0.1925684392163129	0.8248378650147525	0.1133910663644692	False
GPRC5A	0.1811460217480817	1.1985901867497442	0.1136443172997949	False
TM2D2	0.1595463267156512	1.172978601208168	0.1142116054180292	False
IFITM1	-0.1611621570294953	0.8511540393053835	0.1147207962647834	False
AIMP1	0.107288659758964	1.1132555601847491	0.1156247232699945	False
B4GALT1	-0.183993030932504	0.8319416016636436	0.1160717722520141	False
OAS3	-0.1614201052542872	0.8509345139462257	0.1164294242426805	False
ITGAV	0.1397364949915859	1.1499707358812403	0.116467522727899	False
STARD3	-0.2514326561023393	0.7776858282411557	0.1168109649949097	False
CTHRC1	0.1465870931923639	1.157875769524339	0.1168376601736228	False
CST3	-0.2356233478796982	0.7900782025270834	0.1190476525254897	False
OAS2	-0.1566012432041272	0.8550449458305883	0.1195994705593791	False
RNF213	-0.1625951975202348	0.8499351746529911	0.1197025238454911	False
SUB1	0.1506609734024346	1.1626024381111546	0.1199098857344016	False
NUP210	-0.1809455901910466	0.8344807613994051	0.1199732402880309	False
RNF187	0.1537466909331201	1.1661954414814515	0.1205915808481203	False
PIK3R3	-0.1490383221601247	0.8615360983420156	0.1206901768736673	False
MMP2	0.1506896293141172	1.1626357540212895	0.1210628939202424	False
PPP6C	0.0943898353559712	1.098988086832571	0.1216766207056181	False
GANAB	-0.1404430196102934	0.8689731779524518	0.1225573092175028	False
CYBRD1	0.1385324101701893	1.148586906864065	0.1230885953971997	False
RPS2	-0.149798358631331	0.8608815482584914	0.1237386520750771	False
ALDH2	-0.1924706881032655	0.8249184977750482	0.1240849918388996	False
PTK7	0.1217167557066706	1.129434150692423	0.1244536511382308	False
CLIC6	-0.1910807140623683	0.8260659103249046	0.1255339779005404	False
WIPF2	-0.1572274642286403	0.8545096663277374	0.1258703493439649	False
ENAH	0.143743667988748	1.1545881126968365	0.1260265057060945	False
COPZ1	0.1439915827747524	1.154874387646149	0.1270128391206988	False
HLA-C	-0.1807064157533452	0.8346803717361789	0.1275111744069925	False
ERMP1	0.1570344910046799	1.1700359689210469	0.1276733000493639	False
FNBP1L	0.144120697135112	1.1550235081405968	0.1279910070920565	False
TH1L	0.1331789838484364	1.1424544609286775	0.1284154720016374	False
HIPK2	-0.1486671769431771	0.8618559126892543	0.1285920422965954	False
GNB2L1	-0.1607052136695937	0.8515430573647381	0.1287210151288175	False
PRDX6	0.1590879431725188	1.1724410503325775	0.1293890055467989	False
PIP	0.1163286715334898	1.1233650295710988	0.1304854287327918	False
USP32	-0.3519999043287583	0.7032801892600267	0.1313416689922853	False
LAP3	-0.139682646333812	0.8696341732046616	0.1320285409731752	False
PTGFRN	0.1575958529553409	1.170692966984508	0.1322243878647986	False
LAMA5	-0.2372624235788014	0.7887842652651789	0.1323444853396735	False
IFI44L	-0.1669771175521036	0.846218974677244	0.1336854720694826	False
DDX42	-0.1514907089838851	0.8594258671754145	0.1341589100750856	False
TUBA1A	0.1356861868809034	1.1453224199930565	0.1344354313994707	False
PMEPA1	0.1560112378932431	1.168839338307765	0.1345839995604512	False
CSDA	-0.1758200935225287	0.8387688697167117	0.1347311706313542	False
TYMP	-0.2003418840381436	0.8184508899450621	0.1348130421596715	False
FAM107B	0.1354711635456295	1.145076175421459	0.1354959200549246	False
TNFAIP2	-0.161549304463417	0.8508245809817816	0.1358204690563619	False
YWHAQ	0.156475707691819	1.169382354977456	0.1360825649544425	False
TCEAL4	-0.1255767062219222	0.8819881078566921	0.1368678226404925	False
PRRX1	0.141304655430583	1.1517754891967866	0.1374225315491891	False
FGD3	-0.1473579094601485	0.8629850516219427	0.1375640287601961	False
COL1A1	0.1426861653130422	1.1533677780456268	0.1376101181076528	False
COL4A1	0.1459683288531081	1.1571595389007052	0.137901554291974	False
H1FX	-0.1717628327389748	0.8421788867446652	0.138089326069475	False
CDKN1A	0.1865309491770054	1.2050619171831445	0.1388792611459156	False
EGLN2	-0.2686032507060271	0.7644464890952218	0.1397552844674155	False
FLOT2	-0.1349906939126963	0.8737240426024206	0.1398075880584033	False
DLG5	-0.1489880531755351	0.861579407975423	0.1398716782336559	False
PTPRF	-0.1738125547311557	0.8404544220994664	0.1400607302660424	False
COMP	0.1549920070566557	1.1676486281184957	0.1401618181561421	False
MED24	-0.1725259877220151	0.8415364189130797	0.1405763369069065	False
RPL31	-0.158882959692918	0.8530961997675099	0.1406267580242492	False
CTSB	0.158982591993452	1.1723175387916962	0.1407445016241214	False
FAM129B	0.1605604275900545	1.174168723183184	0.1411534262973977	False
BST2	-0.1750801494718372	0.8393897414286005	0.1412617473532991	False
GSTP1	0.142463510899295	1.1531110042061463	0.1416823852958545	False
MSL1	-0.167883195571994	0.8454525815227034	0.1421395716223695	False
RARA	-0.1364414305755436	0.8724574180920625	0.142616502976741	False
RPL19	-0.4975634118711952	0.6080103270557261	0.1428193074136433	False
DUSP16	-0.1521142701997963	0.8588901295866433	0.1428695412357238	False
COL5A1	0.1487078401811413	1.1603339367299712	0.1435322149369706	False
H3F3B	0.1447966942426405	1.155804564657457	0.1436673909657311	False
SPTAN1	-0.1704703178944351	0.8432681192304805	0.1439992595408261	False
UQCRB	0.1529662719707134	1.1652856754905374	0.14410136526477	False
RRBP1	0.1517988926523185	1.1639261387948536	0.1444345597181249	False
PGAP3	-0.1898928332423771	0.8270477612212979	0.1446450865907585	False
GREB1	-0.1732373586848548	0.8409379872191943	0.1454439508724434	False
PSMB1	0.163547740577675	1.1776815770441849	0.1455272030040641	False
BAT2L2	0.1445855773937877	1.1555605805953564	0.1463157545640915	False
AFF4	0.1432913118196472	1.1540659457529103	0.1469465436432969	False
PLXND1	0.1390437751961316	1.1491744042374932	0.1469877493273407	False
APOL6	-0.1439865416822776	0.8658994015300482	0.1477462078489183	False
KDM4B	-0.1766012044845761	0.8381139539721845	0.1484771183283296	False
SAA1	-0.158138791767863	0.8537312828712926	0.1485119564300495	False
RPL12	-0.1484394408068806	0.8620522107760901	0.1488957562711191	False
CRISPLD2	0.1390841808356994	1.149220838302364	0.1492101640257134	False
DERL1	0.1334842495393187	1.1428032663154444	0.1493795615828165	False
THY1	0.1366968084481248	1.1464804926201433	0.1494120933286309	False
VPS28	0.1555648841692991	1.1683177389339905	0.1495298060407461	False
TAP2	-0.1577190421759285	0.8540897114487616	0.1497808457176321	False
ANXA2P2	0.163310877909498	1.1774026612772537	0.1498775436970653	False
RPL6	-0.15569950116697	0.855816323541487	0.1499030815230199	False
HSPA8	0.1414545795585074	1.1519481810775851	0.1500399796474747	False
DSG2	-0.1457463930301292	0.8643768873933847	0.1500766141551681	False
HMGN1	0.1407729753911335	1.1511632759244637	0.1509843885607884	False
AGRN	-0.1674974811948246	0.845778747638048	0.1510583857962293	False
BCAM	-0.1325935125148015	0.8758210300496997	0.1512178714863981	False
CHI3L1	-0.2391461255502246	0.7872998293460443	0.1518940636293409	False
POSTN	0.1299821754829749	1.138808084439624	0.1525988638543001	False
PHB	-0.149425043854633	0.861202988056823	0.1527135155841091	False
SHROOM3	-0.1514140520898308	0.8594917506182398	0.1531506675461359	False
GRN	-0.1665283636692102	0.8465988039464641	0.1533050142178266	False
PDXDC1	0.1369697185917209	1.1467934214748017	0.1534736180352868	False
UBC	-0.132069291526678	0.87628027417768	0.1539374978650951	False
CSE1L	0.1499744993849286	1.1618046156182391	0.1541970213855948	False
